Clinique Générale - Ste­Anne SA;I.3.1.M Fractures du col du fémur (âge >19), mortalité;*;*;*;0;*;*;*;<10;
Clinique Générale - Ste­Anne SA;I.3.2.M Fractures du col du fémur, âge 20-59, mortalité;*;*;*;0;*;*;*;<10;
Clinique Générale - Ste­Anne SA;I.3.3.M Fractures du col du fémur, âge 60-69, mortalité;*;*;*;0;*;*;*;0;
Clinique Générale - Ste­Anne SA;I.3.4.M Fractures du col du fémur, âge 70-79, mortalité;*;*;*;0;*;*;*;0;
Clinique Générale - Ste­Anne SA;I.3.5.M Fractures du col du fémur, âge 80-84, mortalité;*;*;*;0;*;*;*;<10;
Clinique Générale - Ste­Anne SA;I.3.6.M Fractures du col du fémur, âge 85-89, mortalité;*;*;*;0;*;*;*;0;
Clinique Générale - Ste­Anne SA;I.3.7.M Fractures du col du fémur, âge >89, mortalité;*;*;*;0;*;*;*;0;
Clinique Générale - Ste­Anne SA;I.3.8.M Fracture du trochanter (âge >19), mortalité;*;*;*;<10;*;*;*;0;
Clinique Générale - Ste­Anne SA;J Affections complexes, hétérogènes (indicateur pour peer review); ; ; ; ; ; ; ; ;
Clinique Générale - Ste­Anne SA;J.1 Respiration artificielle; ; ; ; ; ; ; ; ;
Clinique Générale - Ste­Anne SA;J.1.1.M Cas de respiration artificielle >95 h (à l’exclusion des nouveau­nés), mortalité;*;*;*;0;*;*;*;0;
Clinique Générale - Ste­Anne SA;J.2 Etats septiques; ; ; ; ; ; ; ; ;
Clinique Générale - Ste­Anne SA;J.2.1.M DP états septiques, mortalité;*;*;*;0;*;*;*;0;
Institution;Indikator;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;beobachtete Rate 2010;erwartete Rate 2010;SMR 2010;Fallzahl 2010;
Privatklinik Obach;A Erkrankungen des Herzens; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.1 Herzinfarkt; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargefässen;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; ;
Privatklinik Obach;A.3.1.F Fälle mit LHK mit Koronardiagnostik/­intervention insgesamt;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3.2.M Fälle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3.3.M Fälle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3.4.M Fälle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);*;*;*;0;*;*;*;0;
Privatklinik Obach;A.3.6.F Fälle mit LHK bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0;
Privatklinik Obach;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.4.1.F HD Herzrhythmusstörungen;*;*;*;29;*;*;*;22;
Privatklinik Obach;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;26;*;*;*;21;
Privatklinik Obach;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.6 Ablative Therapie; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.6.2.F Chirurgisch ablative Therapie;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7 Operationen am Herzen; ; ; ; ; ; ; ; ;
Privatklinik Obach;A.7.1.F OP am Herzen insgesamt;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.2.F OP an Herzklappen;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.3.F OP an Koronargefässen;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.4.F Andere OP am Herzen;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.5.F Kombinierte OP am Herzen;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.6.F OP am Herzen bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.11.M OP nur an Koronargefässen bei Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.12.M OP nur an Koronargefässen ohne Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.13.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 20-49, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.14.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 50-59, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.15.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 60-69, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.16.M OP nur an Koronargefässen ohne Herzinfarkt, Alter 70-79, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.17.M OP nur an Koronargefässen ohne Herzinfarkt, Alter >79, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;A.7.18.P Anteil Beatmungsfälle >95 h bei OP nur an Koronargefässen ohne Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1 Schlaganfall; ; ; ; ; ; ; ; ;
Privatklinik Obach;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.6.P Anteil Schlaganfälle mit Stroke Unit Behandlung (Alter >19);*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);*;*;*;0;*;*;*;0;
Privatklinik Obach;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.2 Transitorisch ischämische Attacke (TIA); ; ; ; ; ; ; ; ;
Privatklinik Obach;B.2.1.M TIA, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;*;*;*;0;*;*;*;0;
Privatklinik Obach;C Geriatrische Frührehablitation; ; ; ; ; ; ; ; ;
Privatklinik Obach;C.1 Geriatrische Frührehabilitation; ; ; ; ; ; ; ; ;
Privatklinik Obach;C.1.1.F Geriatrische Frührehabilitation;*;*;*;0;*;*;*;0;
Privatklinik Obach;D Erkrankungen der Lunge; ; ; ; ; ; ; ; ;
Privatklinik Obach;D.1 Lungenentzündung (Pneumonie); ; ; ; ; ; ; ; ;
Privatklinik Obach;D.1.1.M HD Pneumonie, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.2.M HD Pneumonie, Alter <20, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.3.M HD Pneumonie, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.4.M HD Pneumonie, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.5.M HD Pneumonie, Alter 65-84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.6.M HD Pneumonie, Alter >84, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; ;
Privatklinik Obach;D.2.1.M COPD (Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.3 Lungenkrebs; ; ; ; ; ; ; ; ;
Privatklinik Obach;D.3.1.F Stationäre Behandlungen bei Lungenkrebs;*;*;*;0;*;*;*;<10;
Privatklinik Obach;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; ;
Privatklinik Obach;D.4.1.M Grössere Resektionen von Lunge oder Bronchien insgesamt, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E Operationen an Bauchorganen und Schilddrüse (Viszeralchirurgie); ; ; ; ; ; ; ; ;
Privatklinik Obach;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; ;
Privatklinik Obach;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalität;0.0%;0.1%;0;47;0.0%;0.1%;0;61;
Privatklinik Obach;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;97.9%;93.1%;*;46;96.7%;93.6%;*;59;
Privatklinik Obach;E.2 Hernienoperationen; ; ; ; ; ; ; ; ;
Privatklinik Obach;E.2.1.M Herniotomie ohne OP am Darm, Mortalität;0.0%;0.1%;0;171;0.0%;0.1%;0;172;
Privatklinik Obach;E.2.2.M Herniotomie mit OP am Darm, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.3 Eingriffe an der Schilddrüse; ; ; ; ; ; ; ; ;
Privatklinik Obach;E.3.1.F Resektion der Schilddrüse;*;*;*;<10;*;*;*;11;
Privatklinik Obach;E.3.2.P Anteil Beatmungsfälle >95 h bei Resektion der Schilddrüse;0.0%;0.3%;*;0;0.0%;0.3%;*;0;
Privatklinik Obach;E.3.3.F Radiojodtherapie;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; ;
Privatklinik Obach;E.4.1.M Kolorektale Resektionen insgesamt, Mortalität;*;*;*;<10;0.0%;2.7%;0;17;
Privatklinik Obach;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalität;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalität;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalität;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.4.7.M Kolorektale Resektionen bei Darmischämie, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;*;*;*;<10;*;*;*;0;
Privatklinik Obach;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.5 Operationen am Magen; ; ; ; ; ; ; ; ;
Privatklinik Obach;E.5.1.F Magenresektionen insgesamt;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.5.2.M Magenresektionen (ohne Ösophaguseingriff) bei Magenkarzinom, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.5.3.M Magenresektionen mit komplexem Eingriff am Ösophagus, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.6 Operationen am Ösophagus; ; ; ; ; ; ; ; ;
Privatklinik Obach;E.6.1.M Komplexe Eingriffe am Ösophagus, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; ;
Privatklinik Obach;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation, Alter >19), Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F Operationen an Gefässen; ; ; ; ; ; ; ; ;
Privatklinik Obach;F.1 Extrakranielle Gefässoperationen; ; ; ; ; ; ; ; ;
Privatklinik Obach;F.1.1.M Extrakranielle Gefäss­OP, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.1.2.M Perkutane Stentimplantation in extrakranielle Gefässe, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.1.3.F Weitere extrakranielle Gefäss­OP bei OP an Herz oder Aorta;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; ;
Privatklinik Obach;F.2.1.F OP an der Aorta insgesamt;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.2.3.M Endovaskuläre abdominale OP bei Aortenaneurysma nicht rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);*;*;*;0;*;*;*;0;
Privatklinik Obach;F.2.5.M Aortenaneurysma rupturiert, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3 Operationen an Becken­/Beinarterien; ; ; ; ; ; ; ; ;
Privatklinik Obach;F.3.1.F OP an Becken­/Beinarterien insgesamt;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.4.M OP an Becken­/Beinarterien bei Ulzeration oder Gangrän, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.5.M OP an Becken­/Beinarterien bei arterieller Embolie/Thrombose, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.6.M OP an Becken­/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.7.M OP an Becken­/Beinarterien bei Aneurysma/Dissektion, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.8.F OP an Becken­/Beinarterien kombiniert mit Aorten­OP;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.3.9.F OP an Becken­/Beinarterien bei anderen komplexen Diagnosen;*;*;*;0;*;*;*;0;
Privatklinik Obach;F.4 Amputationen; ; ; ; ; ; ; ; ;
Privatklinik Obach;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalität;*;*;*;0;*;*;*;<10;
Privatklinik Obach;F.4.2.M Amputation untere Extremität, kein Trauma, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; ;
Privatklinik Obach;G.1 Geburten; ; ; ; ; ; ; ; ;
Privatklinik Obach;G.1.1.F Stationäre Geburten;*;*;*;444;*;*;*;449;
Privatklinik Obach;G.1.1.P Anteil Todesfall der Mutter bei stationären Geburten;0.0%;0.0%;*;0;0.0%;0.0%;*;0;
Privatklinik Obach;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;5.3%;2.9%;*;13;*;*;*;<10;
Privatklinik Obach;G.1.3.P Anteil vaginale Geburten mit Episiotomie;35.8%;28.9%;*;88;23.7%;27.9%;*;55;
Privatklinik Obach;G.1.4.P Anteil Kaiserschnitt (Sectio);44.6%;32.5%;*;198;48.3%;32.6%;*;217;
Privatklinik Obach;G.2 Neugeborene; ; ; ; ; ; ; ; ;
Privatklinik Obach;G.2.1.F Neugeborene <1250 g;*;*;*;0;*;*;*;<10;
Privatklinik Obach;G.2.2.F Neugeborene <1250 g, Zuverlegungen;*;*;*;0;*;*;*;0;
Privatklinik Obach;G.2.3.F Neugeborene <500 g;*;*;*;0;*;*;*;<10;
Privatklinik Obach;G.2.4.F Neugeborene 500-749 g;*;*;*;0;*;*;*;0;
Privatklinik Obach;G.2.5.F Neugeborene 750-999 g;*;*;*;0;*;*;*;0;
Privatklinik Obach;G.2.6.F Neugeborene 1000-1249 g;*;*;*;0;*;*;*;0;
Privatklinik Obach;G.2.7.F Neugeborene 1250-1499 g;*;*;*;0;*;*;*;0;
Privatklinik Obach;G.2.8.F Neugeborene 1500-2499 g;*;*;*;19;*;*;*;12;
Privatklinik Obach;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;*;*;*;428;*;*;*;438;
Privatklinik Obach;G.3 Entfernung der Gebärmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; ;
Privatklinik Obach;G.3.1.M Hysterektomie bei gutartigen Erkrankungen, Mortalität;0.0%;0.0%;0;137;0.0%;0.1%;0;127;
Privatklinik Obach;G.3.2.P Anteil laparoskopische/vaginale OP bei Hysterektomien, ohne Plastik;100.0%;73.0%;*;135;41.9%;71.8%;*;52;
Privatklinik Obach;G.4 Brustkrebs; ; ; ; ; ; ; ; ;
Privatklinik Obach;G.4.1.F Stationäre Behandlungen bei Brustkrebs;*;*;*;18;*;*;*;25;
Privatklinik Obach;G.5 Eingriffe an der Brust; ; ; ; ; ; ; ; ;
Privatklinik Obach;G.5.1.F Eingriffe an der Brust insgesamt (Mammaresektionen und ­plastiken);*;*;*;43;*;*;*;41;
Privatklinik Obach;G.5.2.F Resektionen der Mamma bei Brustkrebs;*;*;*;16;*;*;*;23;
Privatklinik Obach;G.5.3.P Anteil brusterhaltende Resektionen bei Brustkrebs;75.0%;67.4%;*;12;78.3%;69.2%;*;18;
Privatklinik Obach;H Erkrankungen der Harnwege und der männlichen Geschlechtsorgane; ; ; ; ; ; ; ; ;
Privatklinik Obach;H.1 Entfernung der Niere (Nephrektomie); ; ; ; ; ; ; ; ;
Privatklinik Obach;H.1.1.M Vollständige Nephrektomie, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;H.1.2.P Anteil laparoskopische OP bei vollständiger Nephrektomie;*;*;*;0;*;*;*;0;
Privatklinik Obach;H.1.3.P Anteil partielle Nephrektomie;*;*;*;0;*;*;*;0;
Privatklinik Obach;H.1.3.M Partielle Nephrektomie, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;H.1.4.P Anteil laparoskopische OP bei partieller Nephrektomie;*;*;*;0;*;*;*;0;
Privatklinik Obach;H.2 Nierensteine; ; ; ; ; ; ; ; ;
Privatklinik Obach;H.2.1.F HD Nierensteine;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;H.2.2.P Anteil Intervention zur Steinentfernung bei HD Nierensteine;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; ;
Privatklinik Obach;H.3.1.F HD Malignom der Blase;*;*;*;40;*;*;*;34;
Privatklinik Obach;H.3.2.F TUR der Blase insgesamt;*;*;*;47;*;*;*;38;
Privatklinik Obach;H.3.3.F TUR der Blase bei Malignom;*;*;*;37;*;*;*;32;
Privatklinik Obach;H.3.4.P Anteil Malignom­TUR mit Instillation von Chemotherapeutika in die Harnblase;0.0%;4.0%;*;0;0.0%;6.6%;*;0;
Privatklinik Obach;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalität;*;*;*;0;*;*;*;<10;
Privatklinik Obach;H.4 Entfernung der Prostata durch Abtragung über die Harnröhre (Prostata­TUR); ; ; ; ; ; ; ; ;
Privatklinik Obach;H.4.1.M Prostata­TUR, Mortalität;0.0%;0.2%;0;114;0.0%;0.1%;0;104;
Privatklinik Obach;H.5 Prostatakarzinom; ; ; ; ; ; ; ; ;
Privatklinik Obach;H.5.1.F Prostatakarzinom (als HD oder ND);*;*;*;21;*;*;*;25;
Privatklinik Obach;H.5.2.M Radikale Prostatovesikulektomie, Mortalität;0.0%;0.1%;0;15;*;*;*;<10;
Privatklinik Obach;I Orthopädische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; ;
Privatklinik Obach;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; ;
Privatklinik Obach;I.1.1.M Hüft­TEP­Erstimplantation (nicht bei Frakturen), Mortalität;0.0%;0.1%;0;170;0.0%;0.1%;0;144;
Privatklinik Obach;I.1.2.M Hüft­TEP­Wechsel und Komponentenwechsel, Mortalität;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;I.1.3.M Knie­TEP­Erstimplantation, Mortalität;0.0%;0.1%;0;174;0.0%;0.1%;0;154;
Privatklinik Obach;I.1.4.M Wechsel einer Knie­TEP, Mortalität;*;*;*;<10;*;*;*;<10;
Privatklinik Obach;I.1.5.M Hüft­ oder Knie­TEP mit Tumorendoprothese, Mortalität;*;*;*;0;*;*;*;0;
Privatklinik Obach;I.2 Operationen an der Wirbelsäule; ; ; ; ; ; ; ; ;
