institution;indicator;taux observé 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;
Flury Stiftung Regionalspital Prättigau;F.3.2.M OP an Becken­/Beinarterien bei Claudicatio, Mortalität;...;...;...;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.3.M OP an Becken­/Beinarterien bei Ruheschmerz, Mortalität;...;...;...;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.4.M OP an Becken­/Beinarterien bei Ulzeration oder Gangrän, Mortalität;...;...;...;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.5.M OP an Becken­/Beinarterien bei arterieller Embolie/Thrombose, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.6.M OP an Becken­/Beinarterien bei Komplikationen durch Prothesen/Implantate, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.7.M OP an Becken­/Beinarterien bei Aneurysma/Dissektion, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.8.F OP an Becken­/Beinarterien kombiniert mit Aorten­OP;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;F.3.9.F OP an Becken­/Beinarterien bei anderen komplexen Diagnosen;*;*;*;0;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;F.4 Amputationen; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;F.4.1.M Amputation im Fussbereich, kein Trauma, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;F.4.2.M Amputation untere Extremität, kein Trauma, Mortalität;*;*;*;<10;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.1 Geburten; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.1.1.F Stationäre Geburten;*;*;*;110;*;*;*;103;
Flury Stiftung Regionalspital Prättigau;G.1.1.P Anteil Todesfall der Mutter bei stationären Geburten;0.0%;0.0%;*;0;0.0%;0.0%;*;0;
Flury Stiftung Regionalspital Prättigau;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;G.1.3.P Anteil vaginale Geburten mit Episiotomie;26.5%;29.1%;*;18;24.2%;28.9%;*;16;
Flury Stiftung Regionalspital Prättigau;G.1.4.P Anteil Kaiserschnitt (Sectio);38.2%;32.8%;*;42;35.9%;32.5%;*;37;
Flury Stiftung Regionalspital Prättigau;G.2 Neugeborene; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.2.1.F Neugeborene <1250 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.2.F Neugeborene <1250 g, Zuverlegungen;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.3.F Neugeborene <500 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.4.F Neugeborene 500-749 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.5.F Neugeborene 750-999 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.6.F Neugeborene 1000-1249 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.7.F Neugeborene 1250-1499 g;*;*;*;...;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;G.2.8.F Neugeborene 1500-2499 g;*;*;*;...;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;G.2.9.F Neugeborene >2499 g oder ohne Gewichtsangabe;*;*;*;...;*;*;*;103;
Flury Stiftung Regionalspital Prättigau;G.3 Entfernung der Gebärmutter bei gutartigen Erkrankungen (Hysterektomie); ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.3.1.M Hysterektomie bei gutartigen Erkrankungen, Mortalität;0.0%;0.0%;*;14;0.0%;0.0%;*;24;
Flury Stiftung Regionalspital Prättigau;G.3.2.P Anteil laparoskopische/vaginale OP bei Hysterektomien, ohne Plastik;*;*;*;<10;66.7%;73.0%;*;16;
Flury Stiftung Regionalspital Prättigau;G.4 Brustkrebs; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.4.1.F Stationäre Behandlungen bei Brustkrebs;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;G.5 Eingriffe an der Brust; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;G.5.1.F Eingriffe an der Brust insgesamt (Mammaresektionen und ­plastiken);*;*;*;11;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;G.5.2.F Resektionen der Mamma bei Brustkrebs;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;G.5.3.P Anteil brusterhaltende Resektionen bei Brustkrebs;*;*;*;<10;0.0%;67.4%;*;0;
Flury Stiftung Regionalspital Prättigau;H Erkrankungen der Harnwege und der männlichen Geschlechtsorgane; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.1 Entfernung der Niere (Nephrektomie); ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.1.1.M Vollständige Nephrektomie, Mortalität;*;*;*;0;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;H.1.2.P Anteil laparoskopische OP bei vollständiger Nephrektomie;*;*;*;0;0.0%;21.2%;*;0;
Flury Stiftung Regionalspital Prättigau;H.1.3.P Anteil partielle Nephrektomie;*;*;*;0;0.0%;25.8%;*;0;
Flury Stiftung Regionalspital Prättigau;H.1.3.M Partielle Nephrektomie, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;H.1.4.P Anteil laparoskopische OP bei partieller Nephrektomie;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;H.2 Nierensteine; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.2.1.F HD Nierensteine;*;*;*;<10;*;*;*;11;
Flury Stiftung Regionalspital Prättigau;H.2.2.P Anteil Intervention zur Steinentfernung bei HD Nierensteine;0.0%;43.0%;*;0;0.0%;43.4%;*;0;
Flury Stiftung Regionalspital Prättigau;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.3.1.F HD Malignom der Blase;*;*;*;<10;*;*;*;11;
Flury Stiftung Regionalspital Prättigau;H.3.2.F TUR der Blase insgesamt;*;*;*;<10;*;*;*;12;
Flury Stiftung Regionalspital Prättigau;H.3.3.F TUR der Blase bei Malignom;*;*;*;<10;*;*;*;11;
Flury Stiftung Regionalspital Prättigau;H.3.4.P Anteil Malignom­TUR mit Instillation von Chemotherapeutika in die Harnblase;...;...;*;...;0.0%;4.0%;*;0;
Flury Stiftung Regionalspital Prättigau;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;H.4 Entfernung der Prostata durch Abtragung über die Harnröhre (Prostata­TUR); ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.4.1.M Prostata­TUR, Mortalität;0.0%;0.3%;0.0;15;0.0%;0.2%;0.0;21;
Flury Stiftung Regionalspital Prättigau;H.5 Prostatakarzinom; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;H.5.1.F Prostatakarzinom (als HD oder ND);*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;H.5.2.M Radikale Prostatovesikulektomie, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;I Orthopädische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;I.1.1.M Hüft­TEP­Erstimplantation (nicht bei Frakturen), Mortalität;*;*;*;<10;0.0%;0.0%;0.0;21;
Flury Stiftung Regionalspital Prättigau;I.1.2.M Hüft­TEP­Wechsel und Komponentenwechsel, Mortalität;*;*;*;0;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.1.3.M Knie­TEP­Erstimplantation, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.1.4.M Wechsel einer Knie­TEP, Mortalität;*;*;*;<10;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;I.1.5.M Hüft­ oder Knie­TEP mit Tumorendoprothese, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;I.2 Operationen an der Wirbelsäule; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;I.2.1.F OP an der Wirbelsäule insgesamt;*;*;*;76;*;*;*;61;
Flury Stiftung Regionalspital Prättigau;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall, Tumor, komplexe OP an Wirbelsäule), Mortalität;0.0%;0.0%;0.0;49;0.0%;0.0%;*;32;
Flury Stiftung Regionalspital Prättigau;I.3 Hüftgelenknahe Frakturen; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;I.3.1.M Schenkelhalsfraktur (Alter >19), Mortalität;0.0%;5.0%;0.0;19;0.0%;3.4%;0.0;15;
Flury Stiftung Regionalspital Prättigau;I.3.2.M Schenkelhalsfraktur, Alter 20-59, Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;I.3.3.M Schenkelhalsfraktur, Alter 60-69, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.3.4.M Schenkelhalsfraktur, Alter 70-79, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.3.5.M Schenkelhalsfraktur, Alter 80-84, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.3.6.M Schenkelhalsfraktur, Alter 85-89, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.3.7.M Schenkelhalsfraktur, Alter >89, Mortalität;*;*;*;<10;*;*;*;<10;
Flury Stiftung Regionalspital Prättigau;I.3.8.M Pertrochantäre Fraktur (Alter >19), Mortalität;0.0%;3.3%;0.0;14;0.0%;3.8%;0.0;12;
Flury Stiftung Regionalspital Prättigau;J Komplexe, heterogene Krankheitsbilder (Tracer für Peer Review); ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;J.1 Beatmung; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;J.1.1.M Beatmungsfälle >95 h (ohne Neugeborene), Mortalität;*;*;*;0;*;*;*;0;
Flury Stiftung Regionalspital Prättigau;J.2 Sepsis; ; ; ; ; ; ; ; ;
Flury Stiftung Regionalspital Prättigau;J.2.1.M HD Sepsis, Mortalität;0.0%;19.2%;0.0;10;10.0%;24.0%;0.4;10;
institution;indicator;taux observé 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observé 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;
Clinique de Valère SA;A Maladies cardiaques; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.1 Infarctus du myocarde; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.1.1.M DP infarctus du myocarde (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.2.M DP infarctus du myocarde, âge 20-44, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.3.M DP infarctus du myocarde, âge 45-64, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.4.M DP infarctus du myocarde, âge 65-84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.5.M DP infarctus du myocarde, âge >84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.6.P DP infarctus du myocarde (âge >19), avec CCG ou OP coronarienne, pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.7.M DP infarctus du myocarde (âge >19), admissions directes pas transféré, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.8.M DP infarctus du myocarde (âge >19), transféré d’un autre hôpital, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.9.P Infarctus aigu du myocarde non précisé (âge >19), pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.10.M Infarctus du myocarde transmural (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.1.11.M Infarctus non transmural/NSTEMI (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.2 Insuffisance cardiaque; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.2.1.M DP insuffisance cardiaque (âge >19), mortalité;*;*;*;<10;*;*;*;<10;
Clinique de Valère SA;A.2.2.M DP insuffisance cardiaque, âge 20-44, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.2.3.M DP insuffisance cardiaque, âge 45-64, mortalité;*;*;*;0;*;*;*;<10;
Clinique de Valère SA;A.2.4.M DP insuffisance cardiaque, âge 65-84, mortalité;*;*;*;<10;*;*;*;<10;
Clinique de Valère SA;A.2.5.M DP insuffisance cardiaque, âge >84, mortalité;*;*;*;<10;*;*;*;<10;
Clinique de Valère SA;A.3 Cathétérisme cardiaque gauche (CCG); ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.3.1.F Total des cas avec CCG avec diagnostic et intervention sur les artères coronaires;*;*;*;15;*;*;*;48;
Clinique de Valère SA;A.3.2.M Cas avec CCG en cas d'infarctus du myocarde (âge >19), sans OP du cœur, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.3.4.M Cas avec CCG sans infarctus du myocarde sans diagnostic de complications (âge >19), mortalité;0.0%;0.5%;0.0;15;0.0%;0.4%;0.0;48;
Clinique de Valère SA;A.3.5.P Cathétérisme thérapeutique sans infarctus sans myocarde ou diagnostic de complications (âge >19), pourcentage;*;*;*;<10;45.8%;37.7%;*;22;
Clinique de Valère SA;A.3.6.F Cas avec CCG chez l'enfant et l'adolescent (âge <20);*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.4 Troubles du rythme cardiaque; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.4.1.F DP troubles du rythme cardiaque;*;*;*;<10;*;*;*;11;
Clinique de Valère SA;A.5 Traitement par pacemaker ou défibrillateur implantable; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.5.1.F Traitement par pacemaker (implantation et changement, défibrillateur inclus);*;*;*;<10;*;*;*;<10;
Clinique de Valère SA;A.5.2.F Implantation et changement de défibrillateur;*;*;*;0;*;*;*;<10;
Clinique de Valère SA;A.6 Traitement par ablation; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.6.1.F Ablation par cathéter;*;*;*;0;*;*;*;<10;
Clinique de Valère SA;A.6.2.F Ablation chirurgicale;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7 Opérations du cœur; ; ; ; ; ; ; ; ;
Clinique de Valère SA;A.7.1.F Total des OP du cœur;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.2.F OP des valves cardiaques;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.3.F OP des vaisseaux coronaires;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.4.F Autres OP du cœur;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.5.F OP combinée du cœur;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.6.F OP du cœur chez l'enfant et l'adolescent (âge <20);*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.7.M Remplacement isolé de valve aortique à cœur ouvert sans autre OP du cœur, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.11.M OP des vaisseaux coronaires uniquement, en cas d'infarctus du myocarde (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.12.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.13.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 20-49, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.14.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 50-59, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.15.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 60-69, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.16.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge 70-79, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.17.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, âge >79, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;A.7.18.P Cas de respiration artificielle >95 h en cas d'OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (âge >19), pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1 Accident vasculaire cérébral (attaque cérébrale); ; ; ; ; ; ; ; ;
Clinique de Valère SA;B.1.1.M DP d’accident vasculaire cérébral, toutes les formes (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.2.M DP d’accident vasculaire cérébral, toutes les formes, âge 20-44, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.3.M DP d’accident vasculaire cérébral, toutes les formes, âge 45-64, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.4.M DP d’accident vasculaire cérébral, toutes les formes, âge 65-84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.5.M DP d’accident vasculaire cérébral, toutes les formes, âge >84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.6.P DP d'accident vasculaire cérébral (âge >19) avec traitement en unité cérébro­vasculaire, pourcentage;...;...;*;...;*;*;*;0;
Clinique de Valère SA;B.1.7.M Infarctus cérébral (CIM­10 I63, âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.8.M Infarctus cérébral (CIM­10 I63, âge >19), admissions directes, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.9.P Infarctus cérébral (CIM­10 I63, âge >19) avec thrombolyse systémique, pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.9.M Infarctus cérébral (CIM­10 I63, âge >19) avec thrombolyse systémique, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.10.M Hémorragie intracérébrale (CIM­10 I61, âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.11.M Hémorragie sous­arachnoïdienne (CIM­10 I60, âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.12.P Accident vasculaire cérébral, sans précision (CIM­10 I64, âge >19), pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.1.12.M Accident vasculaire cérébral, sans précision (CIM­10 I64, âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.2 Accident ischémique transitoire (AIT); ; ; ; ; ; ; ; ;
Clinique de Valère SA;B.2.1.M AIT, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;B.2.2.P AIT avec traitement en unité cérébro­vasculaire, pourcentage;...;...;*;...;*;*;*;0;
Clinique de Valère SA;C Rééducation gériatrique précoce; ; ; ; ; ; ; ; ;
Clinique de Valère SA;C.1 Rééducation gériatrique précoce; ; ; ; ; ; ; ; ;
Clinique de Valère SA;C.1.1.F Rééducation gériatrique précoce;*;*;*;...;*;*;*;0;
Clinique de Valère SA;D Maladies pulmonaires; ; ; ; ; ; ; ; ;
Clinique de Valère SA;D.1 Pneumonie; ; ; ; ; ; ; ; ;
Clinique de Valère SA;D.1.1.M DP de pneumonie, mortalité;*;*;*;<10;*;*;*;0;
Clinique de Valère SA;D.1.2.M DP de pneumonie, âge <20, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.1.3.M DP de pneumonie, âge 20-44, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.1.4.M DP de pneumonie, âge 45-64, mortalité;*;*;*;<10;*;*;*;0;
Clinique de Valère SA;D.1.5.M DP de pneumonie, âge 65-84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.1.6.M DP de pneumonie, âge >84, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.1.7.M DP de pneumonie, âge 1-19, sans tumeur ni mucoviscidose, admissions directes, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.1.8.M DP de pneumonie, âge >19, sans tumeur ni mucoviscidose, admissions directes, mortalité;*;*;*;<10;*;*;*;0;
Clinique de Valère SA;D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; ;
Clinique de Valère SA;D.2.1.M BPCO (âge >19), mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.2.2.M BPCO (âge >19), avec VEF1 <35 %, mortalité;...;...;...;...;*;*;*;0;
Clinique de Valère SA;D.2.3.M BPCO (âge >19), avec VEF1 35-49 %, mortalité;...;...;...;...;*;*;*;0;
Clinique de Valère SA;D.2.4.M BPCO (âge >19), avec VEF1 50-69 %, mortalité;...;...;...;...;*;*;*;0;
Clinique de Valère SA;D.2.5.M BPCO (âge >19), avec VEF1 >69%, mortalité;...;...;...;...;*;*;*;0;
Clinique de Valère SA;D.2.6.P BPCO (âge >19), avec VEF1 non précisé, pourcentage;...;...;*;...;*;*;*;0;
Clinique de Valère SA;D.2.6.M BPCO (âge >19), avec VEF1 non précisé, mortalité;...;...;...;...;*;*;*;0;
Clinique de Valère SA;D.3 Cancer du poumon (carcinome bronchique); ; ; ; ; ; ; ; ;
Clinique de Valère SA;D.3.1.F Hospitalisations en cas de cancer du poumon;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.4 Opérations du poumon; ; ; ; ; ; ; ; ;
Clinique de Valère SA;D.4.1.M Total des résections pulmonaires ou bronchiques majeures, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.4.2.P Pneumonectomie en cas de carcinome bronchique, pourcentage;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.4.2.M Pneumonectomie en cas de carcinome bronchique, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;D.4.3.M Résections pulmonaires partielles en cas de carcinome bronchique, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;E Opérations des organes abdominaux et de la thyroïde (chirurgie viscérale); ; ; ; ; ; ; ; ;
Clinique de Valère SA;E.1 Ablation de la vésicule biliaire (cholécystectomie); ; ; ; ; ; ; ; ;
Clinique de Valère SA;E.1.1.M Cholécystectomie en cas de calculs biliaires et cholécystite, sans tumeur, mortalité;0.0%;0.2%;0.0;82;0.0%;0.2%;0.0;77;
Clinique de Valère SA;E.1.2.P Laparoscopie avec cholécystectomie en cas de calculs biliaires et cholécystite, sans tumeur, pourcentage;97.6%;92.0%;*;80;97.4%;93.1%;*;75;
Clinique de Valère SA;E.2 Réparations de hernie; ; ; ; ; ; ; ; ;
Clinique de Valère SA;E.2.1.M Herniotomie sans OP de l'intestin, mortalité;0.0%;0.1%;0.0;189;0.0%;0.1%;0.0;179;
Clinique de Valère SA;E.2.2.M Herniotomie avec OP de l'intestin, mortalité;*;*;*;0;*;*;*;<10;
Clinique de Valère SA;E.3 Opérations de la thyroïde; ; ; ; ; ; ; ; ;
Clinique de Valère SA;E.3.1.F Résections thyroïdiennes;*;*;*;37;*;*;*;40;
Clinique de Valère SA;E.3.2.P Cas de respiration artificielle >95 h en cas de résections thyroïdiennes, pourcentage;0.0%;0.2%;*;0;0.0%;0.3%;*;0;
Clinique de Valère SA;E.3.3.F Radiothérapie par iode radioactif;*;*;*;...;*;*;*;0;
Clinique de Valère SA;E.4 Opérations majeures du côlon et du rectum (opérations colorectales); ; ; ; ; ; ; ; ;
Clinique de Valère SA;E.4.1.M Total des résections colorectales, mortalité;0.0%;3.3%;0.0;41;0.0%;4.1%;0.0;41;
Clinique de Valère SA;E.4.2.M Résections du côlon pour cancer colorectal sans diagnostic compliquant, mortalité;0.0%;3.3%;0.0;13;*;*;*;<10;
Clinique de Valère SA;E.4.3.M Résections du côlon pour cancer colorectal avec diagnostic compliquant, mortalité;*;*;*;0;*;*;*;0;
Clinique de Valère SA;E.4.4.M Résections du rectum pour cancer colorectal, mortalité;*;*;*;<10;*;*;*;<10;
Clinique de Valère SA;E.4.5.M Résections colorectales pour diverticule sans abcès/perforation, mortalité;0.0%;0.0%;0.0;17;0.0%;0.3%;0.0;26;
